school_year,dpi_true_id,lat,long,school_name,accurate_agency_type,grade_band,school_enrollment,ELA,Mathematics,dpi_rating,dpi_score,sch_ach,sch_growth,per_ed,per_swd,per_lep,per_b_aa,per_hisp_lat,address,phone_number,website_url,email,milwaukee_indicator,overall_score,overall_rating,rc_link,growth_rating
2024-25,8001_8115,43.04204900425,-87.915619960015,Tenor High,Public Charter School,9-12,651,0.226,0.192,Meets Expectations,63.9,35.5,62.2,0.724,0.151,0.244,0.293,0.601,"918 Vel R Phillips Ave, Milwaukee, WI 53203",414-431-4371,https://tenor.seedsofhealth.org/,tyurk@seedsofhealth.org,1,58.5,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Seeds of Health Inc/Tenor High School Report Card 2024-25.pdf,Below Average Growth
2024-25,0000_8710,43.366018991622,-89.050099993614,Wisconsin Academy,Private School,K-12,46,0,0,Meets Few Expectations,58.6,49.9,NA,0,0.087,0.174,0.022,0.413,"N2355 DuBorg Rd, Columbus, WI 53925",920-623-3300,www.wisacad.org,derek.timms@wisacad.org,0,58.6,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Columbus Private/Wisconsin Academy Choice Students School Report Card 2024-25.pdf,No Growth Rating
2024-25,2695_0060,42.681624988411,-89.000795040746,Craig High,Traditional Public School,9-12,1400,0.487,0.455,Meets Few Expectations,57.2,58.3,48,0.376,0.106,0.061,0.035,0.158,"401 S Randall Ave, Janesville, WI 53545",608-743-5200,www.janesville.k12.wi.us,tjones@janesville.k12.wi.us,0,58.6,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Janesville/Craig High School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,3619_0434,42.984210980583,-87.962318979186,Audubon Technology and Communication High,Traditional Public School,9-12,436,0.227,0.163,Meets Expectations,66.9,32,71.7,0.782,0.344,0.236,0.161,0.599,"3300 S 39th St, Milwaukee, WI 53215",414-902-7800,www.milwaukee.k12.wi.us,090@milwaukee.k12.wi.us,1,58.6,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee/Audubon Technology and Communication High School Report Card 2024-25.pdf,Above Average Growth
2024-25,5271_0220,43.748067018459,-87.714541958512,George D Warriner Middle,Traditional Public School,6-8,43,0.308,0.308,Meets Few Expectations,59.2,47.9,49.9,0.628,0.116,0.047,0.023,0.279,"830 Virginia Avenue, Sheboygan, WI 53081",920-459-0945,www.sheboygan.k12.wi.us/warrinermiddle,jduff@sasd.net,NA,58.6,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Sheboygan Area/George D Warriner Middle School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,6545_0020,42.515487998033,-88.183782020669,Wilmot High,Traditional Public School,9-12,840,0.501,0.506,Meets Few Expectations,58.5,62.9,45.1,0.249,0.155,0.015,0.004,0.106,"11112 308th Ave, Wilmot, WI 53192",262-862-2351,www.wilmothighschool.com,plourdem@wilmoths.k12.wi.us,0,58.6,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Wilmot UHS/Wilmot High School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,2660_0060,43.341983004167,-90.280546029229,Ithaca High,Traditional Public School,9-12,105,0.514,0.429,Meets Few Expectations,57.6,55.2,48.9,0.429,0.124,0.019,0.01,0.076,"24615 State Hwy 58, Richland Center, WI 53581",608-585-2311,www.ithaca.k12.wi.us,greg.herbst@ithaca.k12.wi.us,0,58.7,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Ithaca/Ithaca High School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,3619_0368,42.991926983461,-87.885273028112,Trowbridge Street School of Great Lakes Studies,Traditional Public School,K-8,228,0.277,0.307,Meets Expectations,63.5,44.8,68.9,0.829,0.219,0.013,0.268,0.43,"1943 E Trowbridge St, Milwaukee, WI 53207",414-294-1900,www.milwaukee.k12.wi.us,368@milwaukee.k12.wi.us,1,58.7,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee/Trowbridge Street School of Great Lakes Studies School Report Card 2024-25.pdf,Average Growth
2024-25,0000_1507,43.111383981589,-87.980763021848,Blessed Savior Catholic School,Private School,K-8,395,0.119,0.098,Meets Expectations,68,31.1,76.5,0.808,0.008,0,0.957,0.02,"5140 N 55th St, Milwaukee, WI 53218",414-438-2745,NA,bod4395405@msn.com,1,58.8,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Blessed Savior Catholic School All Students School Report Card 2024-25.pdf,Above Average Growth
2024-25,1218_0040,45.571789659961,-88.926513130001,Crandon Elementary,Traditional Public School,K-5,396,0.335,0.268,Meets Expectations,61.1,45.9,66,0.523,0.21,0,0.003,0.028,"9750 US Highway 8 W, Crandon, WI 54520",715-478-6123,www.sdofcrandon.com,strontin@sdofcrandon.com,0,58.8,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Crandon/Crandon Elementary School Report Card 2024-25.pdf,Average Growth
2024-25,2891_0020,45.222302007127,-91.119876034148,Holcombe Elementary,Traditional Public School,K-5,106,0.273,0.409,Meets Few Expectations,56.9,55.8,47,0.566,0.236,0,0,0.019,"27331 262nd Ave, Holcombe, WI 54745",715-595-4241,www.lakeholcombe.k12.wi.us,stalchr@lakeholcombe.k12.wi.us,0,58.8,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Lake Holcombe/Holcombe Elementary School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,5271_0140,43.76217401296,-87.725498027972,Jefferson Elementary,Traditional Public School,K-5,252,0.26,0.336,Meets Expectations,61.3,46.6,59.4,0.897,0.274,0.341,0.131,0.198,"1515 Heller Ave, Sheboygan, WI 53081",920-459-3620,www.sheboygan.k12.wi.us,tvang@sasd.net,0,58.8,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Sheboygan Area/Jefferson Elementary School Report Card 2024-25.pdf,Below Average Growth
2024-25,6223_0220,44.95432631809,-89.644220187163,Lincoln Elementary,Traditional Public School,K-5,204,0.311,0.321,Meets Few Expectations,59.2,50.6,52.7,0.75,0.216,0.24,0.059,0.172,"720 S 6th Ave, Wausau, WI 54401",715-261-0965,www.wausauschools.org,krakowsk@wausauschools.org,0,58.8,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Wausau/Lincoln Elementary School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,2303_0160,42.965917015898,-87.999134980142,Maple Grove Elementary,Traditional Public School,K-5,427,0.373,0.32,Meets Few Expectations,58.7,52.2,50.8,0.539,0.171,0.103,0.063,0.302,"6921 W Coldspring Rd, Greenfield, WI 53220",414-541-0600,www.greenfield.k12.wi.us,dwestfahl@greenfield.k12.wi.us,0,58.9,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Greenfield/Maple Grove Elementary School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,2849_0140,43.847477018762,-91.24152896518,Coulee Montessori Charter School,Traditional Public School,K-5,118,0.312,0.229,Meets Expectations,62,46.1,56.5,0.661,0.127,0.051,0.042,0.068,"1611 Kane St, La Crosse, WI 54601",608-789-7970,www.lacrosseschools.org,sbradle@lacrossesd.org,NA,58.9,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/La Crosse/Coulee Montessori Charter School School Report Card 2024-25.pdf,Below Average Growth
2024-25,3360_0100,43.788090983307,-90.084216962608,Grayside Elementary,Traditional Public School,K-5,244,0.412,0.42,Meets Few Expectations,57.2,56.4,44.2,0.557,0.221,0.012,0.012,0.061,"510 Grayside Ave, Mauston, WI 53948",608-847-5616,www.maustonschools.org,bsteele@maustonschools.org,0,58.9,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Mauston/Grayside Elementary School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,2289_0200,44.48967199516,-87.982805021099,Eisenhower Elementary,Traditional Public School,K-5,468,0.234,0.203,Meets Expectations,65.6,35.7,68.9,0.774,0.162,0.581,0.071,0.703,"1770 Amy St, Green Bay, WI 54302",920-391-2420,www.gbaps.org,mmkapinos@gbaps.org,0,59,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Green Bay Area Public/Eisenhower Elementary School Report Card 2024-25.pdf,Average Growth
2024-25,2695_0020,42.69272401123,-89.010989027569,Adams Elementary,Traditional Public School,K-5,267,0.398,0.305,Meets Few Expectations,59.5,52.4,54.6,0.768,0.21,0.082,0.037,0.21,"1138 E Memorial Dr, Janesville, WI 53545",608-743-6300,www.janesville.k12.wi.us/ada,dsimmons@janesville.k12.wi.us,0,59,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Janesville/Adams Elementary School Report Card 2024-25.pdf,Below Average Growth
2024-25,4620_0154,42.750964994892,-87.791417002581,Roosevelt Elementary,Traditional Public School,K-5,195,0.377,0.221,Meets Expectations,63.1,43.8,64.1,0.79,0.21,0.077,0.308,0.359,"915 Romayne Ave, Racine, WI 53402",262-664-8300,www.rusd.org,lori.nasci@rusd.org,0,59,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Racine Unified/Roosevelt Elementary School Report Card 2024-25.pdf,Average Growth
2024-25,4620_0166,42.693277007292,-87.889529023268,Schulte School,Traditional Public School,K-8,479,0.4,0.352,Meets Few Expectations,58.5,56.3,52.7,0.57,0.129,0.046,0.188,0.257,"8515 Westminster Dr, Sturtevant, WI 53177",262-664-6300,www.rusd.org,Damon.Jackson@rusd.org,0,59,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Racine Unified/Schulte School School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,6223_0110,44.956748101374,-89.606034918505,Hawthorn Hills Elementary,Traditional Public School,K-5,227,0.391,0.437,Meets Few Expectations,55.8,57.7,47,0.709,0.251,0.154,0.079,0.119,"1600 Kickbusch St, Wausau, WI 54403",715-261-0045,www.wausauschools.org,pbeck@wausauschools.org,0,59,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Wausau/Hawthorn Hills Elementary School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,0000_1418,43.050005157299,-89.493322064741,Madinah Academy of Madison,Private School,K-8,186,0.333,0.289,Meets Expectations,60,54.4,51.8,0,0.027,0.005,0.29,0.011,"6505 Watts Rd, Madison, WI 53719",608-888-2021,www.mamonline.org,principal@mamonline.org,0,59.1,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Madison Private/Madinah Academy of Madison All Students School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,3619_0451,42.989295987873,-87.945723984365,Carmen High School of Science and Technology Southeast Campus,Public Charter School,9-12,679,0.185,0.176,Meets Expectations,65.7,34.3,65.1,0.993,0.119,0.515,0.06,0.895,"2500 W Oklahoma Ave, Milwaukee, WI 53215",414-509-7800,www.carmenhighschool.org,451@milwaukee.k12.wi.us,1,59.1,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee/Carmen High School of Science and Technology Southeast Campus School Report Card 2024-25.pdf,Average Growth
2024-25,8001_8121,43.016013010878,-87.954526994356,Seeds of Health Elementary Program,Public Charter School,K-8,380,0.303,0.222,Meets Expectations,65,40.6,69.8,0.913,0.158,0.239,0.163,0.774,"1445 S 32nd St, Milwaukee, WI 53215",414-672-0726,https://sohe.seedsofhealth.org/,jkotsonis@mysohi.org,1,59.1,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Seeds of Health Inc/Seeds of Health Elementary Program School Report Card 2024-25.pdf,Average Growth
2024-25,2793_0220,42.563008988538,-87.833847034645,Grewenow Elementary,Traditional Public School,K-5,310,0.379,0.386,Meets Few Expectations,59.3,57.5,58.4,0.684,0.197,0.052,0.126,0.281,"7714 20th Ave, Kenosha, WI 53143",262-359-6362,www.kusd.edu,jefolker@kusd.edu,0,59.2,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Kenosha/Grewenow Elementary School Report Card 2024-25.pdf,Below Average Growth
2024-25,3269_0300,43.09201000868,-89.324070964625,Schenk Elementary,Traditional Public School,K-5,394,0.278,0.258,Meets Expectations,63,41.9,67,0.581,0.14,0.307,0.201,0.35,"230 Schenk St, Madison, WI 53714",608-204-1500,https://schenk.madison.k12.wi.us/,schenk@madison.k12.wi.us,0,59.2,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Madison Metropolitan/Schenk Elementary School Report Card 2024-25.pdf,Average Growth
2024-25,3892_0110,44.187285995198,-88.48080004029,Taft Elementary,Traditional Public School,K-5,179,0.264,0.306,Meets Expectations,63.5,44.4,62.2,0.592,0.235,0.034,0.061,0.128,"133 S Western Ave, Neenah, WI 54956",920-751-6980,www.neenah.k12.wi.us/schools/taft,karen.russell@neenah.k12.wi.us,0,59.2,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Neenah Joint/Taft Elementary School Report Card 2024-25.pdf,Below Average Growth
2024-25,3906_0040,44.310062981355,-89.904911038422,Humke Elementary,Traditional Public School,K-5,313,0.368,0.439,Meets Few Expectations,59.3,53,NA,0.604,0.157,0.013,0.016,0.083,"500 S Section St, Nekoosa, WI 54457",715-886-8010,www.nekoosasd.net,kimberly_bakeberg@nekoosa.k12.wi.us,0,59.3,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Nekoosa/Humke Elementary School Report Card 2024-25.pdf,No Growth Rating
2024-25,4970_0080,44.892162897108,-89.618239891538,Rothschild Elementary,Traditional Public School,K-5,408,0.484,0.641,Meets Few Expectations,57.8,70.4,33.7,0.412,0.164,0.091,0.022,0.049,"810 1st St, Rothschild, WI 54474",715-359-3186,www.dce.k12.wi.us,taleckson@dce.k12.wi.us,0,59.3,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/D C Everest Area/Rothschild Elementary School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,5621_0120,42.919200603951,-89.218573390728,River Bluff Middle,Traditional Public School,6-8,569,0.524,0.533,Meets Expectations,60.3,66.4,44.2,0.283,0.127,0.062,0.049,0.079,"235 N Forrest St, Stoughton, WI 53589",608-877-5501,www.stoughton.k12.wi.us,tamara.mouw@stoughton.k12.wi.us,0,59.3,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Stoughton Area/River Bluff Middle School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,0000_3100,43.011650020728,-87.923064012045,Saint Anthony School,Private School,K-12,1485,0.204,0.184,Meets Expectations,64.3,39.4,64.1,1,0.038,0.591,0.009,0.98,"1727 S 9th Street, Milwaukee, WI 53204",414-384-6612,www.stanthonymilwaukee.org,petersons@stanthonymilwaukee.org,1,59.4,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Saint Anthony School All Students School Report Card 2024-25.pdf,Average Growth
2024-25,3619_0094,43.121013992057,-88.021757988269,Bryant Elementary,Traditional Public School,K-5,212,0.151,0.247,Meets Expectations,68.8,33.1,80.3,0.91,0.264,0,0.84,0.061,"8718 W Thurston Ave, Milwaukee, WI 53225",414-393-6500,www.milwaukee.k12.wi.us,094@milwaukee.k12.wi.us,1,59.4,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee/Bryant Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,4375_0060,44.210381994122,-89.495798977788,Tri-County High,Traditional Public School,9-12,180,0.25,0.25,Meets Expectations,62,40,56.5,0.7,0.178,0.039,0,0.283,"409 S West St, Plainfield, WI 54966",715-335-6366,www.tricounty.k12.wi.us,nicholasmarti@tcpenguin.net,0,59.4,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Tri-County Area/Tri-County High School Report Card 2024-25.pdf,Below Average Growth
2024-25,5271_0360,43.77595998057,-87.72080097707,Urban Middle,Traditional Public School,6-8,568,0.452,0.434,Meets Few Expectations,58.9,58.8,56.5,0.673,0.197,0.202,0.044,0.165,"1226 North Ave, Sheboygan, WI 53083",920-459-3680,www.sheboygan.k12.wi.us,tdistefano@sasd.net,0,59.4,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Sheboygan Area/Urban Middle School Report Card 2024-25.pdf,Below Average Growth
2024-25,0000_1652,43.024557020061,-87.927470965277,Academy of Excellence,Private School,K-12,3509,0.033,0.028,Meets Expectations,66.9,31.2,69.8,0.637,0,0.044,0.059,0.125,"633 S 12th St, Milwaukee, WI 53204",414-369-2193,www.academyofexcellence.net,aoemilwaukee@gmail.com,1,59.5,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Academy of Excellence Choice Students School Report Card 2024-25.pdf,Average Growth
2024-25,0000_3410,43.067110014645,-87.978004034598,Saint Catherine School,Private School,K-8,134,0.129,0.086,Exceeds Expectations,71,28.9,87.9,0.873,0.015,0,0.828,0,"2647 N 51st St, Milwaukee, WI 53210",414-445-2846,saintcatherine.org,ccaldwell@saintcatherine.org,1,59.5,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Saint Catherine School All Students School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,3311_0060,45.082425980401,-87.630986034698,Marinette High,Traditional Public School,9-12,618,0.329,0.355,Meets Few Expectations,59.3,48.5,56.5,0.461,0.167,0.031,0.024,0.065,"2135 Pierce Ave, Marinette, WI 54143",715-735-1300,www.marinette.k12.wi.us,slinssen@marinette.k12.wi.us,0,59.5,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Marinette/Marinette High School Report Card 2024-25.pdf,Below Average Growth
2024-25,4179_0340,44.031010020539,-88.554519968366,Read Elementary,Traditional Public School,K-5,383,0.287,0.305,Meets Expectations,63,46,63.2,0.695,0.159,0.175,0.245,0.12,"1120 Algoma Blvd, Oshkosh, WI 54901",920-424-0172,www.oshkosh.k12.wi.us,emily.eisenschink@oshkosh.k12.wi.us,0,59.5,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oshkosh Area/Read Elementary School Report Card 2024-25.pdf,Average Growth
2024-25,5747_0160,43.980874001971,-90.50815904071,Tomah Middle,Traditional Public School,6-8,663,0.457,0.417,Meets Few Expectations,59.3,57.9,54.6,0.437,0.219,0.006,0.023,0.072,"612 Hollister Ave, Tomah, WI 54660",608-374-7885,www.tomah.education,amylangner@tomah.education,0,59.5,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Tomah Area/Tomah Middle School Report Card 2024-25.pdf,Below Average Growth
2024-25,4221_0015,42.873993982968,-88.592858961128,Palmyra-Eagle High,Traditional Public School,9-12,165,0.33,0.455,Meets Few Expectations,58.4,54.6,47,0.327,0.145,0.012,0.012,0.121,"123 Burr Oak St, Palmyra, WI 53156",262-495-7101,www.peasd.org,ktimm@peasd.org,0,59.6,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Palmyra-Eagle Area/Palmyra-Eagle High School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,6293_0060,45.874915018619,-92.362571969797,Webster Elementary,Traditional Public School,K-5,248,0.511,0.455,Meets Few Expectations,52.4,64.9,37.5,0.613,0.153,0,0,0.044,"7364 Alder St E, Webster, WI 54893",715-866-8210,www.webster.k12.wi.us,anagel@webster.k12.wi.us,0,59.6,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Webster/Webster Elementary School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,6685_0190,44.386557989934,-89.820164968176,Central Oaks Academy,Traditional Public School,K-8,88,0.326,0.239,Meets Few Expectations,59.6,51.8,51.8,0.477,0.17,0,0.023,0.023,"311 Lincoln Street, Wisconsin Rapids, WI 54494",715-424-6786,www.wrps.org,brian.oswall@wrps.net,NA,59.6,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Wisconsin Rapids/Central Oaks Academy School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,1162_0040,44.918466054788,-90.31833098054,Colby High,Traditional Public School,9-12,306,0.329,0.301,Meets Few Expectations,59.6,45.9,54.6,0.516,0.154,0.239,0.003,0.35,"705 N 2nd St, Colby, WI 54421",715-223-2338,www.colby.k12.wi.us,mdiedrich@colby.k12.wi.us,0,59.7,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Colby/Colby High School Report Card 2024-25.pdf,Below Average Growth
2024-25,2422_0850,44.981411013278,-92.447784995869,Saint Croix Virtual Academy Inc,Traditional Public School,K-12,275,0.212,0.135,Meets Few Expectations,58.3,50.9,48,0.382,0.091,0.004,0.033,0.051,"1751 Broadway Street, Hammond, WI 54015",715-796-5383,www.scc.k12.wi.us,sposta@scc.k12.wi.us,NA,59.7,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Saint Croix Central/Saint Croix Virtual Academy Inc School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,2702_0080,43.004035019783,-88.819951959336,Jefferson High,Traditional Public School,9-12,603,0.447,0.464,Meets Few Expectations,58.3,60.8,47,0.35,0.123,0.056,0.008,0.235,"700 W Milwaukee St, Jefferson, WI 53549",920-675-1100,www.sdoj.https://www.sdoj.org/schools/high/,skrettan@sdoj.org,0,59.7,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Jefferson/Jefferson High School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,3619_0038,43.045146997573,-87.942004011917,Milwaukee High School of the Arts,Traditional Public School,9-12,959,0.207,0.11,Meets Expectations,68,32.2,70.8,0.762,0.214,0.157,0.554,0.197,"2300 W Highland Ave, Milwaukee, WI 53233",414-934-7000,www.milwaukee.k12.wi.us,038@milwaukee.k12.wi.us,1,59.7,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee/Milwaukee High School of the Arts School Report Card 2024-25.pdf,Above Average Growth
2024-25,3675_0100,43.090912985192,-89.222892005566,Glacial Drumlin School,Traditional Public School,6-8,766,0.516,0.554,Meets Expectations,61.7,68,48,0.2,0.085,0.037,0.044,0.068,"801 Damascus Tr, Cottage Grove, WI 53527",608-839-8437,www.mononagrove.org,kristen.langer@mgschools.net,0,59.7,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Monona Grove/Glacial Drumlin School School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,4179_0360,44.028536017997,-88.566411039124,Roosevelt Elementary,Traditional Public School,K-5,235,0.333,0.352,Meets Few Expectations,58.7,53.5,48,0.626,0.179,0.115,0.106,0.106,"910 N Sawyer St, Oshkosh, WI 54902",920-424-0411,www.oshkosh.k12.wi.us,Elizabeth.Armstrong@oshkosh.k12.wi.us,0,59.7,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oshkosh Area/Roosevelt Elementary School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,0154_0190,44.252953009798,-91.495225034419,Arcadia Elementary,Traditional Public School,K-5,531,0.291,0.324,Meets Expectations,60,49,49.8,0.832,0.194,0.529,0,0.861,"358 E River St, Arcadia, WI 54612",608-323-3315,www.arcadia.k12.wi.us,hartt@arcadia.k12.wi.us,0,59.8,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Arcadia/Arcadia Elementary School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,2443_0020,43.300254453579,-88.383045088678,Central Middle,Traditional Public School,6-8,419,0.444,0.516,Meets Few Expectations,59.3,63.5,46.1,0.394,0.167,0.045,0.031,0.136,"1100 Cedar St, Hartford, WI 53027",262-673-8040,www.hartfordjt1.k12.wi.us,lrugotska@hjt1.org,0,59.8,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Hartford J1/Central Middle School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,4620_0162,42.746820981962,-87.813166029664,Wadewitz Elementary,Traditional Public School,K-5,517,0.203,0.227,Meets Expectations,65.9,38.3,68.9,0.776,0.298,0.211,0.29,0.474,"2700 Yout St, Racine, WI 53404",262-664-6000,www.rusd.org,donald.katzer@rusd.org,0,59.8,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Racine Unified/Wadewitz Elementary School Report Card 2024-25.pdf,Average Growth
2024-25,6174_0190,42.989914991423,-88.211014991724,Heyer Elementary,Traditional Public School,K-5,328,0.488,0.549,Meets Few Expectations,57.5,64,46.1,0.54,0.241,0.335,0.024,0.53,"1209 Heyer Dr, Waukesha, WI 53186",262-970-1705,www.waukesha.k12.wi.us,mschneider@waukesha.k12.wi.us,0,59.8,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Waukesha/Heyer Elementary School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,0623_0040,44.856748015087,-88.98238603444,Bowler High,Traditional Public School,6-12,138,0.32,0.262,Meets Expectations,64.1,46.6,67.9,0.725,0.21,0.036,0.007,0.109,"500 S Almon St, Bowler, WI 54416",715-793-4101,www.bowler.k12.wi.us,bgleason@bowler.k12.wi.us,0,59.9,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Bowler/Bowler High School Report Card 2024-25.pdf,Average Growth
2024-25,3619_0093,43.13550001622,-88.023612987261,Bruce Elementary,Traditional Public School,K-5,270,0.195,0.184,Exceeds Expectations,74.1,32,79.3,0.948,0.322,0.011,0.815,0.044,"6453 N 89th St, Milwaukee, WI 53224",414-393-2100,www.milwaukee.k12.wi.us,093@milwaukee.k12.wi.us,1,59.9,Meets Few Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee/Bruce Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,0280_0020,43.480619012136,-89.755899994519993,Jack Young Middle,Traditional Public School,6-8,548,0.438,0.482,Meets Few Expectations,59.3,60.9,56.5,0.58,0.141,0.044,0.018,0.109,"1531 Draper St, Baraboo, WI 53913",608-355-3930,www.baraboo.k12.wi.us,clee@barabooschools.net,0,60,Meets Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Baraboo/Jack Young Middle School Report Card 2024-25.pdf,Below Average Growth
2024-25,2240_0020,42.569521014844,-89.876427990327,Black Hawk High,Traditional Public School,9-12,96,0.25,0.444,Meets Few Expectations,58.8,50.8,51.8,0.438,0.177,0.021,0,0.031,"202 E Center St, South Wayne, WI 53587",608-439-5371,www.blackhawk.k12.wi.us,milcor@blackhawk.k12.wi.us,0,60,Meets Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Black Hawk/Black Hawk High School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,5747_0240,44.027860981425,-90.390268997471,Wyeville Elementary,Traditional Public School,K-5,98,0.292,0.312,Meets Few Expectations,59.9,54,53.7,0.571,0.204,0,0,0.02,"225 W Tomah Rd, Wyeville, WI 54660",608-374-7826,www.tomah.education,timothygnewikow@tomah.education,0,60,Meets Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Tomah Area/Wyeville Elementary School Report Card 2024-25.pdf,Well Below Average Growth
